"","6872-JK-1","6872-JK-2","6872-JK-3","6872-JK-4","6872-JK-51","6872-JK-52-REPREP","6872-JK-53","6872-JK-54","6872-JK-77","11067-JK-10","11067-JK-11","11067-JK-18","11067-JK-19","11067-JK-20","11067-JK-21","11067-JK-22","11067-JK-5","11067-JK-6","11067-JK-7","11067-JK-8","11067-JK-9","12039-JR-1","12039-JR-10","12039-JR-11","12039-JR-12","12039-JR-13","12039-JR-14","12039-JR-15","12039-JR-16","12039-JR-17","12039-JR-18","12039-JR-19","12039-JR-2","12039-JR-3","12039-JR-4","12039-JR-5","12039-JR-6","12039-JR-7","12039-JR-8","12039-JR-9","11391-JR-1","11391-JR-10","11391-JR-11","11391-JR-12","11391-JR-13","11391-JR-14","11391-JR-15","11391-JR-16","11391-JR-2","11391-JR-3","11391-JR-4","11391-JR-5","11391-JR-6","11391-JR-7","11391-JR-8","11391-JR-9"
"Aurkb",8.46811968195698,8.20324938965816,8.2852955637369,8.49346415818048,7.87987073774036,8.23953858665608,8.11119820468476,8.52239694089053,8.36145323430807,8.26528921252009,8.21791120926624,8.38600356528735,8.09297634172422,8.07653725269034,8.52076948453193,8.61141790363707,8.4977231437377,8.11431106307487,8.19548489664252,8.1893012329514,8.25172335768606,8.12304502330681,8.45424795935028,8.4447582708244,8.29900930062104,8.2890128881983,8.283595449766,8.3898093785348,8.32244996975736,8.33616657624578,8.20105664865838,8.1237277343588,8.47844371139132,8.31951808731917,8.2593390133056,8.15382378864537,8.15314902130613,8.2033272109523,8.3059641419735,8.27368287642186,8.23838402976701,8.17789624832438,8.35894244116565,7.67334704708423,8.51532143719463,8.15745790400995,8.2688924800964,8.25187067746972,8.25331027744188,8.3520602342542,8.20844365038273,8.52373417926466,8.56566284860183,8.40989301255966,8.25467304118611,8.34937537619669
"AV039307",5.95809527635496,5.893462686047,6.29857541455602,6.03737124468182,5.98206349437725,5.70008093078393,6.07727240544815,5.94904619765604,6.26277158258483,5.96388885735913,6.14371209537223,5.94127034897901,6.14142630798039,6.19038926212623,5.96284435802407,6.08447952920848,6.00038827905316,5.98836724226193,5.82663137135887,5.86255755311583,6.10569710514734,6.15741861709615,6.01086061573891,6.15088725765007,6.01960764348814,5.91183471536436,6.16837323893606,5.98996418861198,6.16286131218698,5.9102629987056,5.83859062290565,6.00825482052197,6.3849627284102,5.90865805187024,5.99516504533366,6.11050446024236,5.95229227243404,5.9371555779993,6.08442886852645,5.63303312145677,6.05820237830791,5.97721890898694,5.96017394180847,6.09845291473821,5.94276151072513,5.98056605597825,5.82220609733503,5.91584837262908,6.24043939782494,6.36086654170741,5.99354071503032,6.08574900594147,5.73799563231783,6.06751551108826,5.95260310398002,6.08806299158295
"B3galt6",8.26041139815115,8.0940586189924,8.3345271305032,8.38361094683884,8.34630351171277,8.32743953571112,8.14555501970322,8.32097808207532,8.25599889933237,8.30116452078627,8.37881412774261,8.28873947533285,8.3005821903915,8.17762493945583,8.27616722108576,7.98133268873528,8.28458674292259,8.17061668788889,8.27736920036897,8.31213350616599,8.54271288981733,8.22215743016541,8.24253130608519,8.45478454802514,8.34129309876587,8.41091583943483,8.34714601605693,8.09419478051527,8.35273889881598,8.28934492132479,8.26716803469197,8.28221949769813,8.32767566662492,8.10010622093984,8.0931940716864,8.40816210890794,8.28301172998905,8.0266325797198,8.21499811007809,8.45381177573974,8.26432377115023,8.07278100626669,8.61537261411237,8.54146228439599,8.18314249831266,8.42069776813179,8.34232380300309,8.38216143931353,8.27310756875555,8.16531534893954,8.09115079872806,8.17212663546887,8.15915967240334,8.47670590856778,8.06365861107966,8.16563585896266
"B3gnt5",6.31508971238893,6.32084938260465,6.48065997117212,6.55833439896385,6.77666619308549,6.43098537621843,6.57545927907416,6.60728393716295,6.43798362322295,6.64850186596802,6.50415084349803,6.3783441250291,6.07733808070697,6.69655772236499,6.11645495407918,6.67313370103551,6.52966934905695,6.75175099388185,6.67710283911664,6.51430241789594,6.43710893922489,7.47147018567408,6.48665356133767,5.94336809889122,6.47523783475838,6.43493596547646,6.33303671896788,6.57969336366328,6.41975933546854,6.51300448121512,6.63798140340343,6.55029206410668,5.95875980628459,6.6139522097451,6.74502361597608,6.47071801797667,6.51450375898054,6.28588617037718,6.43614081758795,6.63657432388442,6.64925884163083,6.50390081773465,6.29333747014516,6.09012402875776,7.13718205894701,6.25054890138718,5.88796072209941,6.13683407348133,6.34546093539874,6.67960227391763,6.3070095695727,6.69320643011063,6.66010969892702,6.60552135089793,7.15974979865319,6.60608080414959
"B3gnt6",6.23851169669572,6.14602738347166,6.37197948158556,6.02767246609435,6.12705200781665,6.15948039573447,5.87521728565726,6.33051253520962,6.52249393694251,6.18917817058716,6.23347588037881,6.1355976812794,6.33473819639932,6.49434391780975,6.20190076057002,6.26132873232886,6.1826109584483,5.85574194906389,6.29502019087779,6.22053851086225,5.99412130367154,6.05205825100343,6.00363605580836,6.56425298017949,6.12390441271192,6.19992874016281,6.23725240269236,6.23030070218846,6.26411890585542,6.26108440615305,6.06795897027848,6.11203451928799,6.06686863176866,6.20812621187896,6.25573255351019,6.20781593973751,6.20201472325958,6.52843262932409,6.07790311266139,6.13435325097655,6.05785628591317,6.10489542347901,6.30291056649903,6.02168914926328,6.04326251417792,6.20866675684865,6.25829741341942,6.04563000269785,6.23875937135766,6.53553662021025,6.32755060395073,6.18625000939426,5.97696333418415,6.47938918951485,6.1688592924364,6.2416118030228
"B9d1os",5.52165330371014,5.70237214795944,5.1989738288629,5.60794989501553,5.43557337780843,5.62059187192289,5.1989738288629,5.61191617087511,5.80894311161645,5.28192613766814,5.4839502279603,5.80854157402277,5.28192613766814,5.78879544306458,5.64829122352136,5.77332808393959,5.49558964914588,5.28192613766814,5.6567253960262,5.28192613766814,5.49300390049186,5.51204478641308,5.76458693240636,5.50999264954073,5.24279235723615,5.69359438116736,5.83166873374264,5.48264957747042,5.5949288210078,5.46831263867044,5.56847672078856,5.70832377603218,5.51778915900567,5.24279235723615,5.60472368116015,5.5616387029995,5.24279235723615,5.55617308183488,5.59081617282038,5.24279235723615,5.60802337121861,5.52703073514687,5.65219107849994,5.80757345320895,5.6255059827533,5.52795701156142,5.53993123406871,5.68177036023606,5.54794037063295,5.31212302074552,5.31212302074552,5.54141261917596,5.52321007273696,5.31212302074552,5.53686835957167,5.31212302074552
"Bambi",7.58567664052454,7.63544165462524,7.76881479514959,7.82217238743447,7.85398830329496,7.79026416963788,7.61337802550024,7.83581251941687,7.49432047174912,7.67630918968585,7.83192465023378,8.00190789313103,7.60272419569807,7.74037784347078,7.20814992398922,7.62942735695236,7.43559863828558,7.78937674645514,7.79278049120985,7.8765876052344,7.9479940887645,8.20161161136683,7.78932340382819,7.52696724893563,7.52606142769229,7.7638145918066,7.69878368787044,7.60808846145874,7.78372126718044,7.67746853247088,7.62243878977259,7.60712550853239,7.55773043195246,7.72333345247185,7.61575427530832,7.82847457151898,7.8789928755082,7.60926295663083,7.67698204602337,7.81489934626271,7.6535654621479,7.93956603829935,7.87384321969022,7.73150469895943,7.85252808336638,7.80785788996114,7.77802329953019,7.79988298609488,7.44320318046592,7.60052500636217,7.5157290489081,7.92165066830112,7.7108778891118,7.60592537329187,7.44789433097834,7.69496765534527
"BC006965",6.57731787831798,5.42048698566994,5.42048698566994,5.42048698566994,5.42048698566994,5.42048698566994,5.42048698566994,5.42048698566994,5.42048698566994,5.36485264836743,5.36485264836743,6.00806827566699,5.94530083818594,5.65849408128335,5.83699012228163,5.58546316224679,5.36485264836743,5.36485264836743,5.36485264836743,5.36485264836743,5.36485264836743,5.27439216019735,5.27439216019735,5.27439216019735,5.27439216019735,5.27439216019735,5.27439216019735,5.27439216019735,5.27439216019735,5.27439216019735,7.48358226791783,5.50791402002197,5.54938896196686,7.06737475654668,5.27439216019735,5.98170102965865,5.27439216019735,5.27439216019735,5.27439216019735,5.27439216019735,5.27198390075108,5.19099126467935,4.97608355027799,4.97608355027799,4.97608355027799,5.19191754109389,4.97608355027799,4.97608355027799,6.97581635500123,7.38562333272377,6.97651602533573,5.3000085527605,5.18717060226944,5.2932914878509,6.1545596601818,4.97608355027799
"BC023719",7.14156701351882,7.06819272918236,7.12776400481486,7.28552658483878,7.24500119616569,7.04575150002914,7.31713256253746,7.18869353638422,7.15825575270671,6.93918178241508,7.03161855929165,7.51027889934151,7.38060051242105,7.27438166893954,7.30033954795461,7.29484067848299,6.71875759418363,7.07025018381377,7.21095938041123,6.97802810226558,7.39460959738342,6.86318063906919,7.1581530039013,6.92872554752169,7.04673394667116,7.27084405689361,7.14346357076308,7.35615143714749,7.2397614623846,7.22447145480963,7.26476194657384,7.24452514271907,7.22585769000448,7.23940879218284,7.28002571623228,7.37029503238236,7.04987998237853,7.24388719714452,7.14502788378117,7.03593580003728,7.00787015945033,7.17586577751315,7.23430523353567,6.9806929140648,7.36438501990806,7.50376097510846,7.34079817737823,7.5972615155337,7.15446709856669,6.91069681550183,7.24568417331377,7.24641128216064,7.03036581281768,7.09679295873548,7.06534901109925,6.85042175118435
"BC037032",6.75234330769157,6.34989491272787,6.71114375947749,6.46289328805684,6.66863270654193,6.84635627182467,6.88059545728046,6.67001428664168,6.43625456182195,6.77496474780036,6.83422470522952,6.67244596950998,6.64883546623802,6.42115786603466,6.53329025503226,6.52183590958796,6.76437347948095,6.57591104499391,6.61103969255984,6.55572712704203,6.79036513924312,6.87368455653284,6.69392447401485,6.49867644991761,6.59002587198041,6.35084123493493,6.52257399434417,6.58122968613405,6.91700378574566,6.81290828411964,6.57823069874986,6.48554340189961,6.55915271564692,6.65833255856929,6.63491362606244,6.53455658508588,6.85178948260842,6.76050315378589,6.65532168861498,6.63905913894417,6.66673636695812,6.43549223991395,6.81733156572304,6.64698708564044,6.35424372378755,6.32621572964958,6.5564521793087,6.73436423186362,6.82848734255259,6.50435274303405,6.68018976695987,6.61654781319444,6.75578593483717,6.86860959074115,6.70249802622988,6.77793419660932
"BC049762",5.63690733964536,5.67108231270616,5.31422786479812,5.8142909976534,5.55082741374366,5.31422786479812,5.6583924105805,5.55318169509712,5.31422786479812,5.61784284768393,5.33187215711447,5.70527314919991,5.7719075061335,5.62551359003039,5.63127484670859,5.55248267099383,5.5455356685922,5.33187215711447,5.33187215711447,5.6591687772939,5.33187215711447,5.5497231820659,5.68552598323557,5.74196684036123,5.28047075288898,5.64904518174766,5.62202559710325,5.52032797312325,5.83520678414613,5.50599103432326,5.28047075288898,5.746002171685,5.28047075288898,5.7977013738601,5.28047075288898,5.59931709865232,5.28047075288898,5.72279534973267,5.28047075288898,5.53265241402883,5.10924456971114,5.41289028889564,5.58907299103157,5.71458093312722,5.64993759910112,5.75202092103991,5.61655089014194,5.63059453529272,5.63423399197,5.42674524382521,5.51877448990255,5.50555664161012,5.62402620476041,5.33376988161096,5.55738600872833,5.50659838937667
"BC049987",5.53744658314475,5.21476710829751,5.58199965347303,5.62374317445014,5.54899655797748,5.45876465586855,5.21476710829751,5.21476710829751,5.21476710829751,5.32724832828782,5.32724832828782,5.54323197606466,5.32724832828782,5.68657577208307,5.32724832828782,5.32724832828782,5.32724832828782,5.63831604140055,5.32724832828782,5.32724832828782,5.32724832828782,5.21078895004969,5.21078895004969,5.47798924235427,5.21078895004969,5.21078895004969,5.55234379426396,5.45064617028396,5.56292541382134,5.52939974461443,5.60924905321002,5.7307117995803,5.59910890210255,5.4228891012755,5.21078895004969,5.21078895004969,5.21078895004969,5.43259996319749,5.21078895004969,5.56697655978491,5.28301095787769,5.28301095787769,5.28301095787769,5.28301095787769,5.50482355776218,5.28301095787769,5.28301095787769,5.58510081304737,5.28301095787769,5.28301095787769,5.28301095787769,5.67932302977666,5.79779259292696,5.28301095787769,5.50775629670384,5.51290578985772
"BC106179",6.52275429569157,6.41449494157679,6.69611018175578,6.65885356178696,6.47878207461864,6.37393007132024,6.81462987053526,7.0555587284828,6.40471199747556,6.57786913518907,6.80787033894597,6.34208713776986,6.38433748445524,6.69149341572416,6.37918474750146,6.42280288590189,6.81762037019225,6.65563241578656,6.62081161220029,6.73850441649977,6.78822033749165,6.43162374231641,6.47693629708784,6.70332116498332,6.43010288628568,6.60926213256552,6.81045393442238,6.76803888181969,6.63084670144557,6.58991959362345,6.31222563381718,6.71527429898319,6.5604361592897,6.20787757318,6.68643851313073,6.45199761037749,7.00016629958663,6.46811954511825,6.86840436541787,6.7204089711745,6.7315023540235,6.55925816364783,6.65382424645873,6.22590682364934,6.68144331985604,6.36943179623568,6.58889364345672,6.8271310356625,6.62916838925112,6.57337175595694,6.49177611777383,6.634058155704,6.83626222274725,6.51399068922375,6.66366271344092,6.65556430312272
"Bcas1",5.54032882151473,6.76008915069719,5.84964500756722,6.48941900191565,6.09798365886836,6.51340068957411,6.24959609101879,6.4678814692618,6.34136515854391,6.22624955062464,6.24544291102578,6.1120402615586,5.69483435693194,6.33206394935869,6.040370307476,6.15658650620633,6.27548290016427,6.09827730827571,6.7697521856719,6.72344342690467,6.40506840108383,6.37575315092607,6.15469070702615,5.93973465041345,6.25109690796193,6.34370823767729,6.21161583982639,6.00292296504832,6.17582008862332,6.30334827071883,6.1699118422056,6.42887118496519,6.0109482444487,6.54149231256168,6.38200905474249,6.30407111681769,6.41670152736586,6.30983585191626,6.3677712158066,6.18574926764526,5.93401579754612,7.10804116957261,6.34965061532699,5.820565425397,6.41960551372865,6.2488655823396,6.3523495675085,6.09327886248786,6.14640149553047,6.20316522656795,6.21626031382994,6.21578403487116,6.26593900424988,6.48337168602564,6.07246880735084,6.17638631804325
"Bche",7.59443860231688,5.65052751287712,7.6360592853164,6.54959037743587,7.57572821815482,6.03526846283264,7.91443395006355,7.74346498506405,7.98281474200445,7.05857517085437,7.26146518910176,7.48042090829409,6.80068533904697,7.22395972558377,7.0058166196788,7.06545509161221,7.24888772029538,6.96468225727066,7.44796494553262,7.65178749635705,7.0334010511267,5.88813657346749,5.59135014046752,6.38509413026171,5.86700399530861,5.38424078406822,8.16347139225466,7.3785593711123,7.28302769240898,7.25027626716327,9.48825107024965,8.76845034855081,8.04831698374239,8.47398545049856,7.12395618416475,7.45052731551914,6.5803728557311,8.35533471705257,7.06223040859577,6.00899171774359,6.99241063465085,6.78784208564217,5.65212773668185,5.5897948554699,6.0337749192229,6.0215266143627,6.36111842689245,6.06293828470327,8.21340305910572,8.49735809870125,8.68086755535693,7.29352656242195,9.19965493024334,7.2992079586454,8.45746325606747,7.84778704150433
"Bcl2l13",10.5511988927415,10.382233580681,10.7970287574909,10.6336230221223,10.3521522894206,10.6184479694894,10.7432517000097,10.5225419088426,11.1113450729502,10.7085662014825,10.6514265236895,10.7071513896284,10.7480475602697,10.568062056353,10.5916193331143,10.6507278926156,10.5637388551445,10.6152559425085,10.6129283824397,10.6377882787906,10.5604518422944,10.4981161123884,10.6098854655901,10.5197555000289,10.5810970235305,10.5588636440035,10.6617986517352,10.8213463395081,10.6437071852934,10.6166457449664,10.8349065176427,10.7967117232416,10.6736396159143,10.7185693288146,10.5722792612936,10.6186771344752,10.5630238959324,10.6585353401214,10.5614899066579,10.5492450178856,10.6651688992933,10.5865064616883,10.4666807718553,10.6202814940067,10.647281375952,10.5934517836342,10.5987064182064,10.5026060889836,10.6299198258616,10.6824998146213,10.7282908335353,10.5546256074779,10.7166860673141,10.6215212404217,10.6768306996439,10.8632949619455
"Bmp8b",6.0616863392601,6.1736461986394,5.9787105224167,5.84607216010656,6.15585784538485,5.76762707031127,6.21246128958771,5.82229723849508,5.84526967360485,6.20994129859006,6.1044351675698,5.91367000965718,5.7277748472474,6.00537563287744,6.07286004776101,5.77406222463836,5.9386050754767,5.99106750635535,5.97972616751005,6.20212942630973,5.8985237130823,6.11079496348952,5.67511025345417,5.91998538536314,6.01281715487417,5.85048593416751,5.90539253967131,6.18469365740021,6.08698180435486,5.81969706780271,5.95592653352765,6.03636486691772,5.99119897939839,6.02677740640701,5.9883745567197,5.90393528561449,6.09365182952696,5.96542344614042,5.76105617946781,6.42343642440493,5.95838283512348,5.95000905887745,6.23774572827561,5.99826307267123,5.94378906338823,5.8928212164446,5.99496760043976,5.94615655190816,5.95716394865727,5.95358903791841,6.15058864732052,5.93618179526465,6.06602004766124,5.88721028209827,5.85239003454972,6.03228256883523
"Bmx",6.19242174320808,6.37078062420478,6.09986554449093,6.24040610942457,6.31828535104187,6.57030995800823,6.18385430200686,6.28518018973003,6.06613810761792,6.10273290135899,6.43560661103492,6.46206703378712,5.94744642091407,6.17041441461343,5.67830308326145,6.24791184522438,6.36010206124416,6.31156781196658,6.44886856701571,6.46857856438948,6.46938992483407,6.60931392747973,6.16257712762962,6.08648853489778,6.11731617458041,6.02794690371373,6.43355416428299,6.12708542326188,6.2209809571384,6.12780651964445,5.89831829938932,6.15925078559121,6.38075891215897,6.41517383141496,6.30465155555385,6.22671361762904,6.42837643448281,6.39515474281549,6.47692788512702,6.31467049931187,6.34608599256829,6.64227386901843,6.10000026297184,6.12178986513871,6.35049629370876,5.99237855449127,5.65228469834805,6.21525550698091,6.26378857095129,6.31033502892077,6.57405953882119,6.29995130767794,6.4385075957389,6.22453965323023,6.36235230144051,6.24321994618536
"Brd8dc",6.03021908593994,6.35067509442058,5.64883190014026,6.03227819559758,6.26170118436869,6.1140156921399,6.07236051645089,6.27014679358049,5.38880974513389,5.91542357512021,6.15258792628172,6.17010744176785,5.80097893163927,6.11286528226754,5.9765511543103,5.94528117002366,5.89076813048556,6.29728676648128,6.17355884800454,6.01392509273229,5.7760499579154,6.15455269882957,6.00799469747233,5.8061225250468,6.235272213259,6.2002307106706,5.95241714358277,5.68847603897565,6.12623079998572,5.9807740593925,6.15408714750268,5.92954573854137,6.08932522885915,5.74656148614186,6.03491578822178,5.90785985596187,6.19178775764992,5.76803504651275,6.21274492908158,6.16992457294234,6.07410477164652,6.26310431621158,6.09948831499608,6.09955588456971,6.00017188092546,5.95060909669357,5.99379036654808,5.8858914133444,5.77232596596576,6.20768885277159,6.01141749223332,5.87089079689203,6.18659236599583,6.08948208696494,5.92264614469534,5.87275261891863
"Bscl2",10.7965205721235,10.4400376472989,10.7645713360009,10.8366407858335,10.426921644474,10.6420436280791,10.6202801460899,10.4540313247025,10.8950370670571,10.5794870607557,10.6632715169405,10.6436629358149,10.9064050789815,10.6027482061689,10.6389534986221,10.5883849287617,10.8415666250503,10.6460736498657,10.6792645435606,10.5125777712826,10.5323830530748,10.6702333942668,10.6065006873505,10.7815692421377,10.5190182104538,10.5316553178674,10.9314983472357,10.5055894012575,10.5687889491979,10.4106725352509,11.0688219656362,10.843699290031,10.7416270727474,10.8068800801808,10.515143295908,10.4912506859137,10.4885670462254,10.8165202486834,10.559623821079,10.5474069509691,10.6849091338252,10.4056572448961,10.7472028864216,10.7848428209499,10.890278681486,10.6716524634169,10.4741835369289,10.5305135074721,10.7576111209265,10.6607999387706,10.8169870820176,10.5252118248853,10.6761437299972,10.5584367036987,10.7343470218838,10.5275941275962
"Bsdc1",10.398094817289,10.2568868068684,10.5986123840588,10.4720630578896,10.2219507891842,10.3896850988141,10.3301786628345,10.3125430911133,10.7820766215433,10.4113883881123,10.2632487272596,10.476720542822,10.6535375712369,10.4423212688774,10.4267710923284,10.3673359637919,10.4619214934935,10.3783448511045,10.3580744665367,10.3670658137258,10.4093915935049,10.4093065088841,10.376212756079,10.7657201664326,10.4666455584251,10.3935249265141,10.5679745675863,10.5650169068102,10.2941715299366,10.424553425237,10.4278563304703,10.2920914323139,10.4277889805772,10.4362715106987,10.342456689283,10.3548526228864,10.4093186186027,10.3249446530325,10.3135607454919,10.3499248776619,10.4095266473346,10.2767420599949,10.3906985354644,10.4599896276076,10.4563520613429,10.5470566269728,10.4569040816667,10.4264227166247,10.4587151763428,10.384823035492,10.5073046328856,10.3469346591835,10.3526353432419,10.4182843213204,10.4097443904128,10.3860284478375
"Btbd18",5.6964245049541,5.81024885946679,6.00644652527228,5.78272109625949,6.03782160466135,6.1373096503064,5.96707961176362,5.95577416482313,5.37374503010686,5.99030217795783,5.85510598549674,5.75870641674017,5.68191818591596,5.98585992283102,5.91739943768273,5.68181680304299,5.71142402112256,5.80900659190511,6.09611924740087,5.70627423678315,6.16282836993957,6.13097238727058,5.90957260793687,5.86242091789624,5.74056955734012,5.84747975928349,5.80136693214717,5.62698700116136,5.99231920926756,5.98524063671666,5.81861708578998,5.86805670072708,6.07071345403766,5.72972117661181,5.72301416427278,5.7625357368036,5.88793731635317,5.59592746211337,5.90359998492254,6.14115345431088,5.72580806280604,5.9655161012194,5.81238454397105,6.03694273810421,5.95453821487329,5.56411695327879,5.85820256486581,5.86009533036647,5.72924261047421,5.8904012316553,5.71665287713372,6.07580430608201,5.95317500933722,5.99653079359968,5.85024387957903,5.81935997841202
"Cacng4",6.53656368338617,6.02659460051685,6.23656268560347,5.70549132612258,6.00190748814429,5.8542219959155,5.8125668202265,5.91276904796503,5.62827669526306,5.86623949069655,6.24934304714302,6.199473258793,5.95398442449148,6.2549482592121,5.85471851254165,5.87738877691782,5.51072337942155,5.67767211805403,6.22676782790961,6.0228110883071,5.92586894070336,5.50089139907601,6.00067338736828,5.98005579679736,5.80948506207384,5.96293957764056,6.23816052081641,6.17526264957881,5.72841435448001,5.9722091797397,6.21825971283429,6.09347959295042,5.84289944379755,6.1182941210555,6.20676202647723,5.97274714031175,5.98513411721044,5.72569442295686,6.07416449314883,5.79270994832233,6.12544030304673,5.74964814456874,5.77047649307143,5.72929317407844,5.69148341976809,5.5939344485762,5.88540677819111,6.08088944298447,6.15178463036672,6.26395900165622,6.40396057923669,6.06031925702136,6.13128212359357,5.82580577427216,6.04701071625916,5.98255787889728
"Calca",5.97686962309198,5.54989221312277,6.40478387115493,5.58690944423031,5.70612913207381,5.29723723446096,5.83950269684133,5.63478494334028,5.65114401853447,5.52167585883224,5.76957774517469,6.19705314609424,5.75933415428084,5.82616811065824,5.79143627917601,5.81070075153325,5.53296231673954,5.31929880526181,5.80226600828665,5.55098005952249,5.98155100024112,5.56449109962996,5.52960847806738,5.67258076162117,5.53245608527889,5.74604069438424,5.71307198142317,5.9255473634994,5.79201405503396,5.79749076665794,5.90136520060233,6.15707929350437,5.84277330943824,5.66194982874097,5.65716999437704,5.29523867045304,5.71120934525593,5.78929412351081,5.78623982681326,5.95746916172634,5.87138047962334,5.33894834873827,5.64192159624297,5.12404063433691,5.56636837699914,5.49718384698043,5.63134695476772,5.33784516610521,5.99412457380685,5.98258311455298,6.20497792451009,5.90942522920886,5.90499101275856,5.86140652594297,5.89419151492917,6.05660368156471
"Caly",5.4968932694694,5.17421379462216,5.43423594962852,5.17421379462216,5.58310569223501,5.41821134219319,5.4178626926575,5.84479710455425,5.78418307737571,5.68187400152415,5.62745480208336,5.49409063982659,5.65955562241687,5.48592171957102,5.27810699204975,5.27810699204975,5.70427351649196,5.27810699204975,5.49490244005382,5.50978824631043,5.27810699204975,5.31809454053451,5.31809454053451,5.31809454053451,5.55531195536036,5.89852545159443,5.55989161376623,5.31809454053451,5.31809454053451,5.54361482196879,5.31809454053451,5.31809454053451,5.7929775986448,5.31809454053451,5.57435327358745,5.31809454053451,5.5588087628309,5.5399055536823,5.31809454053451,5.93195641097522,5.2654000173063,5.2654000173063,5.46204101057419,5.51403654579702,5.2654000173063,5.63854322994981,5.58723653907032,5.47920454907459,5.59852694228341,5.58290069142036,5.2654000173063,5.5893250197888,5.47648706929774,5.48992532920612,5.49014535613246,5.72374625681625
"Car2",7.8247350925073,6.7043796899439,8.46301821585774,7.28397789817925,7.82047729612783,8.64340657232272,8.33615708052037,7.95041426718855,8.16667521573886,7.77267520565185,8.28959211226938,7.80173093456908,7.3934939286612,8.08168982587408,7.22508861490508,8.43605771691571,7.92631059391417,8.04878865649177,7.9618481392031,8.03700060193163,7.950045440795,8.10517592838697,7.89383090112352,7.44836718719268,7.79930152641162,7.85410752681734,7.77270613713154,8.20052232454924,7.94519291215812,7.93643091910428,7.84670555174253,8.02719194439875,8.18203123318027,7.87955619601111,7.83571918946975,7.98777288169077,7.89683257766861,7.60080804139538,7.9212513586974,8.16333846724169,7.89620497052851,7.79136646918736,7.61143163718623,7.69673225102026,8.1922078352132,7.51029889069199,7.49043041946478,7.61197228390821,7.60806794310083,7.97723343680703,7.92432683443105,8.22000566405279,8.76325957511661,7.94334021493161,8.03316741004288,8.29571652589273
"Car5b",9.78374479645543,9.27724743213365,9.59522765687362,9.70976020069498,9.5251600415607,9.59914432124681,9.60794525515356,9.41106996567824,9.64959866965057,9.76985664414875,9.40357508929973,9.50415544666902,9.87112201764083,9.5832881870953,9.65670363328191,9.39981061970443,9.55812371216302,9.41558193512078,9.608161222204,9.57972185627226,9.52843075566335,9.13997619639483,9.20318727411439,9.25753360082726,9.11543460662426,9.21992433244704,10.0731478267082,9.64141084023022,9.40644015538815,9.38221219101565,10.6961556436481,10.1024504022915,9.66412274992532,10.0825127540564,9.49417888107165,9.74135851257448,9.09845423877681,9.97567669614379,9.5368966053278,9.05993409793452,9.25311136122655,9.31963867993253,9.16869141717682,9.65645406176771,9.62613053347264,9.52718926767043,9.39014894412381,9.4383693598878,9.75091359906844,9.8086980921193,10.0443330438157,9.52275465283194,9.92324403062063,9.43297285881353,9.7900591546037,9.51866576855294
"Cars2",9.20613924268557,9.17494839629341,9.2843277152544,8.97930170417124,9.232100673513,9.23526712274324,9.34786597838005,9.50265013625966,9.08477024087337,9.24828068250766,9.2260884378001,9.23287243897675,9.20790709760241,9.19794909663312,9.23589948250597,9.1138022653553,9.18495348865848,9.24268264809185,9.3368137145496,9.32614703571961,9.17643189183109,9.38583789196356,9.21021260752395,9.2668912184894,9.33171997520972,9.21699802551012,9.26381853004631,9.29423767427288,9.17612245458163,9.17593836672126,9.2027222087006,9.07847473887946,9.23161334606621,9.2255974966251,9.13420511988089,9.19038975762081,9.34237461433646,9.122926259144,9.19376378843213,9.27838403636274,9.23461788059917,9.13230930317099,9.23943213773018,9.13229316883445,9.0900669334033,9.14782755385285,9.14575585045715,9.18288232438969,9.41214989658344,9.47494759108124,9.43235343125285,9.07916755589667,9.10203489634489,9.25402399134993,9.2540810677604,9.32582745760206
"Cat",11.6930320642359,11.3689320823619,11.5266774662009,11.472071255368,11.6633020267177,11.2059933589305,11.6755524411151,11.3037251626051,11.6577073353888,11.5175021235214,11.5117298073598,11.5344464485341,11.6196102714672,11.4250010504438,11.4228044150541,11.455316257268,11.6843308090642,11.6109788072456,11.4882833705112,11.4460654333105,11.3732554634522,11.0239071858069,11.3488240768315,11.2609000332897,11.3345123952974,11.3751905154313,11.7318411603922,11.475816773175,11.4316587506087,11.3485474213825,12.1243957535576,11.9559659640966,11.5128791618232,11.7751126077764,11.494343595165,11.5009064997076,11.3495670320432,11.7976011970428,11.501054712344,11.2984052381794,11.4327706635235,11.1826655763705,11.1647150074376,11.4515459644383,11.4671022326915,11.5105649583289,11.3882461195667,11.3719975013494,11.7055159474109,11.6366872944089,11.7423876062122,11.6110380260543,11.8249567286939,11.5317625708459,11.5758660207662,11.5212767915443
